game_pk,at_bat_index,at_bat_number,event_index,pitch_number,play_id,call_description,balls_after_pitch,strikes_after_pitch,outs_after_pitch,abs_overturned,abs_in_progress,review_type,challenge_team_id,batting_team_id,fielding_team_id,challenge_side,abs_player_id,abs_player_name
822721,6,7,0,1.0,5cfbea27-fdff-34a3-b2ea-cde9b4756dd7,Called Strike,0,1,1,False,False,MJ,120.0,120,118,batting,671277.0,Luis García Jr.
822721,10,11,0,1.0,4844baa5-c36c-390d-ad18-c0174e2ec5a1,Ball,1,0,1,True,False,MJ,118.0,118,120,batting,679845.0,Nick Loftin
822721,21,22,2,3.0,59550f98-8da0-3f86-98de-15ed979dd083,Called Strike,2,1,2,True,False,MJ,120.0,118,120,fielding,660688.0,Keibert Ruiz
822721,49,50,2,3.0,77c8df4d-cf7a-32a5-b369-2a4ee52dcc1e,Called Strike,2,1,1,True,False,MJ,118.0,120,118,fielding,695600.0,Carter Jensen
822721,64,65,3,2.0,6f945165-80aa-39fb-b4f3-b753b9e56f19,Ball,2,0,2,True,False,MJ,118.0,118,120,batting,695506.0,Jac Caglianone
822721,65,66,3,3.0,22378e46-70b3-3f88-8903-ecd22cf8e550,Ball,2,1,0,True,False,MJ,120.0,120,118,batting,683083.0,Nasim Nuñez
822722,49,50,1,2.0,aa9c48e4-8c63-3473-9de4-094722aff539,Ball,2,0,1,False,False,MJ,136.0,120,136,fielding,640902.0,Jhonny Pereda
822722,61,62,0,1.0,11dde643-47e5-3ed5-9c78-ba6859333505,Ball,1,0,2,False,False,MJ,120.0,136,120,fielding,660688.0,Keibert Ruiz
822723,24,25,3,3.0,901048f1-3335-3c6a-90e7-f04c9bb1e611,Called Strike,1,2,0,False,False,MJ,118.0,118,120,batting,672580.0,Maikel Garcia
822723,32,33,0,1.0,c963ee1f-e489-392c-b8a8-30e8b98a36c4,Ball,1,0,0,True,False,MJ,118.0,118,120,batting,679845.0,Nick Loftin
822724,1,2,0,1.0,63253c0b-9735-3782-b0ed-e81aa3c87249,Ball,1,0,1,False,False,MJ,120.0,118,120,fielding,660688.0,Keibert Ruiz
822724,3,4,3,4.0,af95a495-ce8e-3261-ab1a-2a4d5ea370c2,Ball,1,2,2,False,False,MJ,120.0,118,120,fielding,660688.0,Keibert Ruiz
822724,68,69,2,2.0,08142913-526e-367a-9dd2-2891ec125b7e,Ball,1,1,0,True,False,MJ,118.0,118,120,batting,679845.0,Nick Loftin
822725,16,17,0,1.0,847129db-e19a-336d-b9d1-9396a4204805,Called Strike,0,1,2,True,False,MJ,136.0,120,136,fielding,641598.0,Mitch Garver
822725,43,44,4,4.0,9639f17f-3339-37d1-94a3-855ebc8475ac,Called Strike,2,2,0,True,False,MJ,120.0,136,120,fielding,686452.0,Drew Millas
822725,46,47,3,2.0,546ea97f-aa7e-3c5f-9a1a-06185d595004,Called Strike,1,1,2,False,False,MJ,136.0,136,120,batting,645302.0,Victor Robles
822725,53,54,0,1.0,d79224c8-e0be-36b8-ad49-945499ed4d57,Ball,1,0,1,False,False,MJ,120.0,136,120,fielding,686452.0,Drew Millas
822725,65,66,4,3.0,cfe9608a-34a9-3dee-afbd-5f2b907fffc7,Ball,2,1,0,False,False,MJ,120.0,136,120,fielding,686452.0,Drew Millas
822726,56,57,0,1.0,677786d0-590d-328b-abad-e1d153b6dbc6,Called Strike,0,1,1,True,False,MJ,120.0,136,120,fielding,660688.0,Keibert Ruiz
822727,23,24,1,2.0,f8fdfdee-7344-3e3c-ac1c-c9a998b1dbe5,Ball,2,0,0,False,False,MJ,120.0,146,120,fielding,660688.0,Keibert Ruiz
822727,41,42,3,3.0,f8d2ba14-9378-371d-bf52-531753cb5981,Ball,3,0,2,True,False,MJ,146.0,146,120,batting,805300.0,Jakob Marsee
822727,56,57,1,1.0,bc277e6d-af4b-3eb4-922a-2b9ef110b96e,Called Strike,0,1,0,True,False,MJ,120.0,146,120,fielding,660688.0,Keibert Ruiz
822727,61,62,4,4.0,c7d5b466-b3e7-3913-9963-8507f471b1ba,Ball,3,1,0,False,False,MJ,146.0,120,146,fielding,676534.0,Calvin Faucher
822727,73,74,1,2.0,ae64cdd2-9cfe-3d48-a54f-9b8a2adb0a54,Called Strike,0,2,0,False,False,MJ,120.0,120,146,batting,678554.0,Curtis Mead
822728,9,10,1,2.0,c032c1d7-df18-3e9e-acfd-16367730a2a6,Called Strike,1,1,1,True,False,MJ,120.0,146,120,fielding,663992.0,Richard Lovelady
822728,10,11,5,5.0,c59cad6a-7896-3509-89aa-90e847a9c6c1,Ball,3,2,2,False,False,MJ,120.0,146,120,fielding,686452.0,Drew Millas
822728,31,32,2,3.0,c7cdf4c6-efb9-329d-9d2d-4bce367b2e85,Ball,2,1,1,False,False,MJ,120.0,146,120,fielding,686452.0,Drew Millas
822728,41,42,6,6.0,e8a91e3c-042f-3f1d-871b-23ed3435dbe5,Ball,3,2,2,True,False,MJ,146.0,146,120,batting,683357.0,Owen Caissie
822729,39,40,4,5.0,f5779cbb-2457-3c6a-84ad-6bec4c51a825,Ball,3,2,0,True,False,MJ,135.0,135,120,batting,666023.0,Freddy Fermin
822729,46,47,1,2.0,79624a47-4338-3e48-a22b-13ae87c51076,Ball,2,0,0,True,False,MJ,135.0,135,120,batting,593428.0,Xander Bogaerts
822729,49,50,3,2.0,5e17b5d9-d9ee-3a19-a158-084ae7b114df,Ball,2,0,0,False,False,MJ,120.0,135,120,fielding,660688.0,Keibert Ruiz
822730,4,5,1,2.0,6ca05ad3-83b2-3b24-8a25-21eebafcc162,Called Strike,1,1,1,True,False,MJ,120.0,146,120,fielding,660688.0,Keibert Ruiz
822730,29,30,1,2.0,676a3501-2a94-33cd-a9a7-83219ec22d11,Called Strike,0,2,2,True,False,MJ,120.0,146,120,fielding,660688.0,Keibert Ruiz
822730,50,51,1,2.0,9f15e5a9-3cfe-35d0-b1d1-91cdf2fe7d49,Called Strike,0,2,2,True,False,MJ,146.0,120,146,fielding,691788.0,Joe Mack
822730,74,75,1,2.0,18690540-eaee-37ae-9913-91021f9ca1b7,Ball,1,1,1,True,False,MJ,120.0,120,146,batting,695734.0,Daylen Lile
822731,10,11,0,1.0,bbc1f80d-e5d1-3d13-85f8-c9a6da974f3e,Ball,1,0,1,True,False,MJ,135.0,135,120,batting,657656.0,Ramón Laureano
822731,37,38,2,2.0,bb13e27c-74e9-3b0d-9e8f-72bbcfa2527d,Ball,1,1,0,False,False,MJ,120.0,135,120,fielding,686452.0,Drew Millas
822731,43,44,2,1.0,439181cc-92e8-3a22-86ce-3b8e0a8a05ba,Called Strike,0,1,2,True,False,MJ,135.0,120,135,fielding,660710.0,Rodolfo Durán
822731,54,55,1,1.0,051c5aee-f0fd-3cd8-842c-d7ece8d3efa1,Called Strike,0,1,0,False,False,MJ,120.0,120,135,batting,695578.0,James Wood
822731,63,64,3,3.0,1cc4f47b-04e4-3208-a1ca-3849126dbc54,Ball,3,0,2,True,False,MJ,135.0,135,120,batting,593428.0,Xander Bogaerts
822731,74,75,4,3.0,a26a5e1e-edc3-301a-8f5f-71ca8b562507,Called Strike,1,2,2,False,False,MJ,135.0,135,120,batting,657757.0,Gavin Sheets
822732,51,52,0,1.0,b32a1b78-d38f-3f72-b806-d9a19e57cd1a,Ball,1,0,1,False,False,MJ,120.0,135,120,fielding,660688.0,Keibert Ruiz
822732,70,71,2,2.0,c0380bc1-8ca1-3a0f-bdc0-18747f696bce,Ball,2,0,2,False,False,MJ,120.0,135,120,fielding,660688.0,Keibert Ruiz
822733,28,29,1,2.0,4014f80f-bf22-38aa-a167-d85c6089eb75,Called Strike,0,2,0,False,False,MJ,121.0,121,120,batting,543760.0,Marcus Semien
822733,71,72,2,2.0,779b4ff0-6a4c-3bbf-b3a2-35adf2ac212b,Called Strike,0,2,0,False,False,MJ,120.0,120,121,batting,671277.0,Luis García Jr.
822734,32,33,1,2.0,b06403f9-6e86-3235-86a0-9ca5f6df5fc0,Ball,2,0,2,False,False,MJ,120.0,121,120,fielding,686452.0,Drew Millas
822734,63,64,4,1.0,7c847654-d0e8-330d-a9c6-5fe66d62f985,Ball,1,0,2,False,False,MJ,121.0,120,121,fielding,620443.0,Luis Torrens
822734,100,101,0,1.0,c3c1a531-1fa4-3590-8473-cc7f19b9315a,Ball,1,0,1,True,False,MJ,121.0,121,120,batting,666182.0,Bo Bichette
822734,103,104,3,3.0,5b26dd1b-effc-3b2e-b446-c2daef5431c3,Called Strike,2,1,1,True,False,MJ,120.0,121,120,fielding,686452.0,Drew Millas
822735,16,17,1,2.0,dfb08415-f812-383e-8afb-d805e7c444d4,Ball,2,0,1,True,False,MJ,120.0,120,121,batting,683083.0,Nasim Nuñez
822736,35,36,4,4.0,84382037-ea31-376f-b822-2aba055cb629,Called Strike,2,2,0,False,False,MJ,121.0,121,120,batting,620443.0,Luis Torrens
822736,37,38,0,1.0,780a0f89-f2f3-3583-b23c-591c7a88ef7d,Called Strike,0,1,2,True,False,MJ,120.0,121,120,fielding,686452.0,Drew Millas
822737,65,66,2,3.0,195ec45b-5ae6-3e05-9ce2-bf719fd3c7e0,Ball,1,2,2,True,False,MJ,120.0,120,110,batting,696285.0,Jacob Young
822737,66,67,0,1.0,6389ca8d-581e-3a69-b4e6-fb4d4d282fb0,Ball,1,0,2,True,False,MJ,120.0,120,110,batting,695578.0,James Wood
822738,42,43,5,5.0,dfc2bb68-f6b2-34bc-8f1b-54357ea200e6,Ball,3,2,2,True,False,MJ,110.0,110,120,batting,694212.0,Samuel Basallo
822738,66,67,4,4.0,1a412282-5a56-3f21-9696-68d4a069fb4b,Called Strike,2,2,2,True,False,MJ,120.0,110,120,fielding,660688.0,Keibert Ruiz
822738,68,69,1,2.0,4617df6d-4bd2-311f-9c0f-021f88ab4829,Called Strike,0,2,1,True,False,MJ,110.0,120,110,fielding,694212.0,Samuel Basallo
822738,74,75,0,1.0,6d1b21fd-982d-353e-a820-e0081f75655a,Ball,1,0,1,False,False,MJ,120.0,110,120,fielding,660688.0,Keibert Ruiz
822738,75,76,4,4.0,ab8730e0-0c03-3d95-8a90-e572584f458e,Called Strike,2,2,0,False,False,MJ,120.0,120,110,batting,695578.0,James Wood
822739,31,32,0,1.0,60c6070a-f4fd-3688-9d27-87d92a43808c,Ball,1,0,2,False,False,MJ,110.0,120,110,fielding,668939.0,Adley Rutschman
822740,38,39,5,4.0,03da93c1-36c1-38dd-8f51-4478500a5309,Called Strike,2,2,2,False,False,MJ,120.0,120,142,batting,678554.0,Curtis Mead
822741,17,18,1,2.0,caa76ebf-7fe4-37ac-9b40-4dbb1e789ace,Ball,2,0,2,True,False,MJ,142.0,142,120,batting,668885.0,Austin Martin
822741,61,62,1,2.0,f382e7b4-b73a-38a2-a484-bd3136a9bb93,Called Strike,1,1,1,False,False,MJ,120.0,120,142,batting,695578.0,James Wood
822741,64,65,1,2.0,7a46b963-e32d-3520-a1ed-7e5451552e89,Called Strike,0,2,1,True,False,MJ,142.0,120,142,fielding,680777.0,Ryan Jeffers
822741,74,75,1,2.0,46b54605-42d8-3c17-b626-a7da7694ac04,Ball,1,1,1,True,False,MJ,142.0,142,120,batting,680777.0,Ryan Jeffers
822742,58,59,0,1.0,9e066ee6-eb5d-3e2a-87a2-76bb324f068a,Ball,1,0,2,False,False,MJ,158.0,120,158,fielding,661388.0,William Contreras
822742,60,61,2,3.0,a91a2b1c-b213-34de-9a87-0b6f6e3b8851,Ball,2,1,1,True,False,MJ,158.0,158,120,batting,596142.0,Gary Sánchez
822742,60,61,4,5.0,0a5c986c-c66d-3660-84a8-decb76b77fec,Called Strike,3,2,1,False,False,MJ,158.0,158,120,batting,596142.0,Gary Sánchez
822743,42,43,5,5.0,209dbea6-ce01-3e5b-90b4-009a9b9a4d7e,Ball,3,2,2,False,False,MJ,120.0,142,120,fielding,660688.0,Keibert Ruiz
822743,63,64,4,5.0,bb2a79e4-488d-3a2e-a31d-c05dc64a64f9,Called Strike,3,2,2,True,False,MJ,142.0,120,142,fielding,680777.0,Ryan Jeffers
822744,15,16,0,1.0,a859f77b-4c51-3252-b654-72efc4391b6d,Called Strike,0,1,2,False,False,MJ,120.0,120,158,batting,686452.0,Drew Millas
822744,24,25,2,3.0,797d0a3b-9776-3f68-ad85-2f97fb0d8f73,Ball,1,2,2,False,False,MJ,158.0,120,158,fielding,661388.0,William Contreras
822744,60,61,1,2.0,56e50c8f-e660-3613-8bf9-d4587a31b7eb,Called Strike,1,1,0,True,False,MJ,120.0,158,120,fielding,686452.0,Drew Millas
822744,68,69,4,5.0,e86499f2-4bda-3343-b5da-c66bcbd69aa9,Called Strike,3,2,0,True,False,MJ,158.0,120,158,fielding,661388.0,William Contreras
822744,71,72,1,1.0,dd881163-f71c-3dfc-ae75-9bd89bcb860c,Called Strike,0,1,0,False,False,MJ,158.0,158,120,batting,596142.0,Gary Sánchez
822745,7,8,0,1.0,1c57f338-eeab-3a45-b836-bb3cfbad1179,Called Strike,0,1,2,True,False,MJ,144.0,120,144,fielding,686948.0,Drake Baldwin
822745,30,31,1,2.0,0ab26ac2-1d2a-3829-829d-e940605275d3,Called Strike,0,2,0,True,False,MJ,144.0,120,144,fielding,686948.0,Drake Baldwin
822745,36,37,3,4.0,ca668b9e-d799-3ee8-8cb1-86071fe8f6f8,Called Strike,2,2,0,True,False,MJ,120.0,144,120,fielding,660688.0,Keibert Ruiz
822745,41,42,4,5.0,2b485e19-9786-34ec-8a07-a7e9325e2072,Called Strike,3,2,2,False,False,MJ,120.0,120,144,batting,695578.0,James Wood
822746,8,9,2,3.0,594273c6-200e-3a45-b675-13248eb52efe,Ball,1,2,0,False,False,MJ,158.0,120,158,fielding,596142.0,Gary Sánchez
822746,31,32,1,2.0,ad21f0a0-6891-3058-bd60-f0994d8b7f4a,Ball,1,1,1,True,False,MJ,120.0,120,158,batting,696285.0,Jacob Young
822746,68,69,3,4.0,31419101-5a25-3824-befa-de905b4d8fbd,Ball,3,1,2,True,False,MJ,120.0,120,158,batting,682928.0,CJ Abrams
822747,0,1,8,6.0,453c5f94-d27a-3457-95e7-7c096183e1a9,Ball,3,2,0,False,False,MJ,120.0,144,120,fielding,686452.0,Drew Millas
